date,teacher_id,status,timestamp,is_auto
2025-03-03,A1,present,2025-03-03 10:16:55,
2025-03-03,A1,present,2025-03-03 12:53:35,
2025-03-05,A1,present,2025-03-05 15:44:54,False
2025-03-06,T1,present,2025-03-06 00:51:31,False
2025-03-06,T6,present,2025-03-06 00:55:25,False
2025-03-06,T4,present,2025-03-06 09:40:43,False
2025-03-06,T10,present,2025-03-06 09:41:22,False
2025-03-06,T2,present,2025-03-06 09:42:34,False
2025-03-06,T3,present,2025-03-06 09:44:25,False
2025-03-06,T7,present,2025-03-06 09:45:02,False
2025-03-06,T8,present,2025-03-06 09:45:34,False
2025-03-06,T9,present,2025-03-06 09:45:53,False
2025-03-06,T11,present,2025-03-06 09:46:19,False
2025-03-06,T12,present,2025-03-06 09:46:57,False
2025-03-06,T13,present,2025-03-06 09:47:28,False
2025-03-06,A1,present,2025-03-06 09:49:40,False
2025-03-06,T5,absent,2025-03-06 10:57:14,True
2025-03-08,A1,present,2025-03-08 16:42:38,False
2025-03-09,T2,present,2025-03-09 19:51:08,False
2025-03-10,A1,present,2025-03-10 16:24:55,False
2025-03-10,A1,present,2025-03-10 17:32:04,False
2025-03-10,A1,present,2025-03-10 17:32:06,False
2025-03-10,A1,present,2025-03-10 17:32:08,False
2025-03-10,A1,present,2025-03-10 17:32:15,False
2025-03-11,A1,present,2025-03-11 05:25:56,False
2025-03-11,T001,absent,2025-03-11 20:59:30,False
2025-03-11,T002,absent,2025-03-11 20:59:30,False
2025-03-11,T003,present,2025-03-11 20:59:31,False
2025-03-11,T004,present,2025-03-11 20:59:31,False
2025-03-11,T005,present,2025-03-11 20:59:31,False
2025-03-11,T006,present,2025-03-11 20:59:31,False
2025-03-11,T007,present,2025-03-11 20:59:31,False
2025-03-11,T008,present,2025-03-11 20:59:31,False
2025-03-11,T009,present,2025-03-11 20:59:31,False
2025-03-11,T010,present,2025-03-11 20:59:31,False
2025-03-11,T011,present,2025-03-11 20:59:31,False
2025-03-11,T012,present,2025-03-11 20:59:31,False
2025-03-11,T013,present,2025-03-11 20:59:31,False
2025-03-11,T014,present,2025-03-11 20:59:31,False
2025-03-11,T015,present,2025-03-11 20:59:31,False
2025-03-11,T016,present,2025-03-11 20:59:31,False
2025-03-11,T017,present,2025-03-11 20:59:32,False
2025-03-11,T018,present,2025-03-11 20:59:32,False
2025-03-11,T019,present,2025-03-11 20:59:32,False
2025-03-11,T020,present,2025-03-11 20:59:32,False
2025-03-11,T021,present,2025-03-11 20:59:32,False
2025-03-11,T022,present,2025-03-11 20:59:32,False
2025-03-11,T023,present,2025-03-11 20:59:32,False
2025-03-11,T024,present,2025-03-11 20:59:32,False
2025-03-11,T025,present,2025-03-11 20:59:32,False
2025-03-11,T026,present,2025-03-11 20:59:32,False
2025-03-11,T027,present,2025-03-11 20:59:32,False
2025-03-11,T028,present,2025-03-11 20:59:32,False
2025-03-11,T029,present,2025-03-11 20:59:32,False
2025-03-11,T030,present,2025-03-11 20:59:32,False
2025-03-11,T031,present,2025-03-11 20:59:32,False
2025-03-11,T032,present,2025-03-11 20:59:32,False
2025-03-11,T033,present,2025-03-11 20:59:32,False
2025-03-11,T034,present,2025-03-11 20:59:32,False
2025-03-11,T035,present,2025-03-11 20:59:32,False
2025-03-11,T036,present,2025-03-11 20:59:32,False
2025-03-11,T037,present,2025-03-11 20:59:32,False
2025-03-11,T038,present,2025-03-11 20:59:32,False
2025-03-11,T039,present,2025-03-11 20:59:32,False
2025-03-11,T040,present,2025-03-11 20:59:32,False
2025-03-11,T041,present,2025-03-11 20:59:32,False
2025-03-11,T042,present,2025-03-11 20:59:32,False
2025-03-11,T043,present,2025-03-11 20:59:32,False
2025-03-11,T044,present,2025-03-11 20:59:32,False
2025-03-11,T045,present,2025-03-11 20:59:32,False
2025-03-11,T046,present,2025-03-11 20:59:32,False
2025-03-11,T100,present,2025-03-11 20:59:32,False
2025-03-12,T100,present,2025-03-12 05:24:58,False
2025-03-12,T001,present,2025-03-12 21:35:30,False
2025-03-12,T002,present,2025-03-12 21:35:30,False
2025-03-12,T003,present,2025-03-12 21:35:30,False
2025-03-12,T004,present,2025-03-12 21:35:30,False
2025-03-12,T005,present,2025-03-12 21:35:30,False
2025-03-12,T006,present,2025-03-12 21:35:30,False
2025-03-12,T007,present,2025-03-12 21:35:30,False
2025-03-12,T008,present,2025-03-12 21:35:31,False
2025-03-12,T009,present,2025-03-12 21:35:31,False
2025-03-12,T010,present,2025-03-12 21:35:31,False
2025-03-12,T011,present,2025-03-12 21:35:31,False
2025-03-12,T012,present,2025-03-12 21:35:31,False
2025-03-12,T013,present,2025-03-12 21:35:31,False
2025-03-12,T014,present,2025-03-12 21:35:31,False
2025-03-12,T015,present,2025-03-12 21:35:31,False
2025-03-12,T016,present,2025-03-12 21:35:31,False
2025-03-12,T017,present,2025-03-12 21:35:31,False
2025-03-12,T018,present,2025-03-12 21:35:31,False
2025-03-12,T019,present,2025-03-12 21:35:31,False
2025-03-12,T020,present,2025-03-12 21:35:31,False
2025-03-12,T021,present,2025-03-12 21:35:31,False
2025-03-12,T022,present,2025-03-12 21:35:31,False
2025-03-12,T023,present,2025-03-12 21:35:31,False
2025-03-12,T024,present,2025-03-12 21:35:31,False
2025-03-12,T025,present,2025-03-12 21:35:31,False
2025-03-12,T026,present,2025-03-12 21:35:31,False
2025-03-12,T027,present,2025-03-12 21:35:31,False
2025-03-12,T028,present,2025-03-12 21:35:31,False
2025-03-12,T029,present,2025-03-12 21:35:31,False
2025-03-12,T030,present,2025-03-12 21:35:31,False
2025-03-12,T031,present,2025-03-12 21:35:31,False
2025-03-12,T032,present,2025-03-12 21:35:31,False
2025-03-12,T033,present,2025-03-12 21:35:31,False
2025-03-12,T034,present,2025-03-12 21:35:31,False
2025-03-12,T035,present,2025-03-12 21:35:31,False
2025-03-12,T036,present,2025-03-12 21:35:31,False
2025-03-12,T037,present,2025-03-12 21:35:32,False
2025-03-12,T038,present,2025-03-12 21:35:32,False
2025-03-12,T039,present,2025-03-12 21:35:32,False
2025-03-12,T040,present,2025-03-12 21:35:32,False
2025-03-12,T041,present,2025-03-12 21:35:32,False
2025-03-12,T042,present,2025-03-12 21:35:32,False
2025-03-12,T043,present,2025-03-12 21:35:32,False
2025-03-12,T044,present,2025-03-12 21:35:32,False
2025-03-12,T045,present,2025-03-12 21:35:32,False
2025-03-12,T046,present,2025-03-12 21:35:32,False
2025-03-15,T100,present,2025-03-15 06:52:35,False
2025-03-15,T001,present,2025-03-15 16:12:29,False
2025-03-15,T002,present,2025-03-15 16:12:29,False
2025-03-15,T003,present,2025-03-15 16:12:29,False
2025-03-15,T004,present,2025-03-15 16:12:29,False
2025-03-15,T005,present,2025-03-15 16:12:29,False
2025-03-15,T006,present,2025-03-15 16:12:29,False
2025-03-15,T007,present,2025-03-15 16:12:29,False
2025-03-15,T008,present,2025-03-15 16:12:29,False
2025-03-15,T009,present,2025-03-15 16:12:29,False
2025-03-15,T010,present,2025-03-15 16:12:29,False
2025-03-15,T011,present,2025-03-15 16:12:29,False
2025-03-15,T012,present,2025-03-15 16:12:29,False
2025-03-15,T013,present,2025-03-15 16:12:29,False
2025-03-15,T014,present,2025-03-15 16:12:30,False
2025-03-15,T015,present,2025-03-15 16:12:30,False
2025-03-15,T016,present,2025-03-15 16:12:30,False
2025-03-15,T017,present,2025-03-15 16:12:30,False
2025-03-15,T018,present,2025-03-15 16:12:30,False
2025-03-15,T019,present,2025-03-15 16:12:30,False
2025-03-15,T020,present,2025-03-15 16:12:30,False
2025-03-15,T021,present,2025-03-15 16:12:30,False
2025-03-15,T022,present,2025-03-15 16:12:30,False
2025-03-15,T023,present,2025-03-15 16:12:30,False
2025-03-15,T024,present,2025-03-15 16:12:30,False
2025-03-15,T025,present,2025-03-15 16:12:30,False
2025-03-15,T026,present,2025-03-15 16:12:30,False
2025-03-15,T027,present,2025-03-15 16:12:30,False
2025-03-15,T028,present,2025-03-15 16:12:30,False
2025-03-15,T029,present,2025-03-15 16:12:30,False
2025-03-15,T030,present,2025-03-15 16:12:30,False
2025-03-15,T031,present,2025-03-15 16:12:30,False
2025-03-15,T032,present,2025-03-15 16:12:30,False
2025-03-15,T033,present,2025-03-15 16:12:30,False
2025-03-15,T034,present,2025-03-15 16:12:30,False
2025-03-15,T035,present,2025-03-15 16:12:30,False
2025-03-15,T036,present,2025-03-15 16:12:30,False
2025-03-15,T037,present,2025-03-15 16:12:30,False
2025-03-15,T038,present,2025-03-15 16:12:30,False
2025-03-15,T039,present,2025-03-15 16:12:30,False
2025-03-15,T040,present,2025-03-15 16:12:31,False
2025-03-15,T041,present,2025-03-15 16:12:31,False
2025-04-02,T022,absent,2025-04-02 10:37:09,True
2025-04-02,T023,absent,2025-04-02 10:37:09,True
2025-04-02,T023,absent,2025-04-02 10:37:09,True
2025-04-02,T024,absent,2025-04-02 10:37:09,True
2025-04-02,T025,absent,2025-04-02 10:37:10,True
2025-04-02,T026,absent,2025-04-02 10:37:10,True
2025-04-02,T027,absent,2025-04-02 10:37:10,True
2025-04-02,T028,absent,2025-04-02 10:37:10,True
2025-04-02,T029,absent,2025-04-02 10:37:10,True
2025-04-02,T030,absent,2025-04-02 10:37:10,True
2025-04-02,T031,absent,2025-04-02 10:37:11,True
2025-04-02,T032,absent,2025-04-02 10:37:11,True
2025-04-02,T033,absent,2025-04-02 10:37:11,True
2025-04-02,T034,absent,2025-04-02 10:37:12,True
2025-04-02,T034,absent,2025-04-02 10:37:12,True
2025-04-02,T035,absent,2025-04-02 10:37:12,True
2025-04-02,T036,absent,2025-04-02 10:37:13,True
2025-04-02,T037,absent,2025-04-02 10:37:13,True
2025-04-02,T038,absent,2025-04-02 10:37:13,True
2025-04-02,T039,absent,2025-04-02 10:37:13,True
2025-04-02,T040,absent,2025-04-02 10:37:14,True
2025-04-02,T040,absent,2025-04-02 10:37:14,True
2025-04-02,T041,absent,2025-04-02 10:37:14,True
2025-04-02,T042,absent,2025-04-02 10:37:15,True
2025-04-02,T043,absent,2025-04-02 10:37:15,True
2025-04-02,T044,absent,2025-04-02 10:37:15,True
2025-04-02,T045,absent,2025-04-02 10:37:15,True
2025-04-02,T046,absent,2025-04-02 10:37:15,True
2025-04-04,T001,present,2025-04-04 06:41:04,False
2025-04-04,T002,present,2025-04-04 06:41:04,False
2025-04-04,T003,present,2025-04-04 06:41:04,False
2025-04-04,T004,present,2025-04-04 06:41:04,False
2025-04-04,T005,present,2025-04-04 06:41:04,False
2025-04-04,T006,present,2025-04-04 06:41:04,False
2025-04-04,T009,present,2025-04-04 06:41:04,False
2025-04-04,T010,present,2025-04-04 06:41:04,False
2025-04-04,T011,present,2025-04-04 06:41:04,False
2025-04-04,T012,present,2025-04-04 06:41:04,False
2025-04-04,T013,present,2025-04-04 06:41:04,False
2025-04-04,T014,present,2025-04-04 06:41:04,False
2025-04-04,T015,present,2025-04-04 06:41:04,False
2025-04-04,T016,present,2025-04-04 06:41:04,False
2025-04-04,T017,present,2025-04-04 06:41:05,False
2025-04-04,T018,present,2025-04-04 06:41:05,False
2025-04-04,T019,present,2025-04-04 06:41:05,False
2025-04-04,T020,present,2025-04-04 06:41:05,False
2025-04-04,T021,present,2025-04-04 06:41:05,False
2025-04-04,T022,present,2025-04-04 06:41:05,False
2025-04-04,T023,present,2025-04-04 06:41:05,False
2025-04-04,T024,present,2025-04-04 06:41:05,False
2025-04-04,T025,present,2025-04-04 06:41:05,False
2025-04-04,T026,present,2025-04-04 06:41:05,False
2025-04-04,T027,present,2025-04-04 06:41:05,False
2025-04-04,T028,present,2025-04-04 06:41:05,False
2025-04-04,T029,present,2025-04-04 06:41:05,False
2025-04-04,T030,present,2025-04-04 06:41:05,False
2025-04-04,T031,present,2025-04-04 06:41:05,False
2025-04-04,T032,present,2025-04-04 06:41:05,False
2025-04-04,T033,present,2025-04-04 06:41:05,False
2025-04-04,T034,present,2025-04-04 06:41:05,False
2025-04-04,T035,present,2025-04-04 06:41:05,False
2025-04-04,T036,present,2025-04-04 06:41:06,False
2025-04-04,T037,present,2025-04-04 06:41:06,False
2025-04-04,T038,present,2025-04-04 06:41:06,False
2025-04-04,T039,present,2025-04-04 06:41:06,False
2025-04-04,T040,present,2025-04-04 06:41:06,False
2025-04-04,T041,present,2025-04-04 06:41:06,False
2025-04-04,T042,present,2025-04-04 06:41:06,False
2025-04-04,T043,present,2025-04-04 06:41:06,False
2025-04-04,T044,present,2025-04-04 06:41:06,False
2025-04-04,T045,present,2025-04-04 06:41:06,False
2025-04-04,T046,present,2025-04-04 06:41:06,False
2025-04-04,T100,present,2025-04-04 06:41:06,False
2025-04-04,T007,absent,2025-04-04 06:43:12,True
2025-04-04,T008,absent,2025-04-04 06:43:12,True
2025-04-05,T001,present,2025-04-05 11:56:10,False
2025-04-05,T002,present,2025-04-05 11:56:10,False
2025-04-05,T003,present,2025-04-05 11:56:10,False
2025-04-05,T004,present,2025-04-05 11:56:10,False
2025-04-05,T005,present,2025-04-05 11:56:10,False
2025-04-05,T006,present,2025-04-05 11:56:10,False
2025-04-05,T008,present,2025-04-05 11:56:10,False
2025-04-05,T010,present,2025-04-05 11:56:10,False
2025-04-05,T011,present,2025-04-05 11:56:10,False
2025-04-05,T012,present,2025-04-05 11:56:11,False
2025-04-05,T013,present,2025-04-05 11:56:11,False
2025-04-05,T014,present,2025-04-05 11:56:11,False
2025-04-05,T015,present,2025-04-05 11:56:11,False
2025-04-05,T016,present,2025-04-05 11:56:11,False
2025-04-05,T017,present,2025-04-05 11:56:11,False
2025-04-05,T018,present,2025-04-05 11:56:11,False
2025-04-05,T019,present,2025-04-05 11:56:11,False
2025-04-05,T020,present,2025-04-05 11:56:11,False
2025-04-05,T021,present,2025-04-05 11:56:11,False
2025-04-05,T022,present,2025-04-05 11:56:11,False
2025-04-05,T023,present,2025-04-05 11:56:11,False
2025-04-05,T024,present,2025-04-05 11:56:11,False
2025-04-05,T025,present,2025-04-05 11:56:11,False
2025-04-05,T026,present,2025-04-05 11:56:11,False
2025-04-05,T027,present,2025-04-05 11:56:11,False
2025-04-05,T028,present,2025-04-05 11:56:11,False
2025-04-05,T029,present,2025-04-05 11:56:11,False
2025-04-05,T030,present,2025-04-05 11:56:12,False
2025-04-05,T031,present,2025-04-05 11:56:12,False
2025-04-05,T032,present,2025-04-05 11:56:12,False
2025-04-05,T033,present,2025-04-05 11:56:12,False
2025-04-05,T034,present,2025-04-05 11:56:12,False
2025-04-05,T035,present,2025-04-05 11:56:12,False
2025-04-05,T036,present,2025-04-05 11:56:12,False
2025-04-05,T037,present,2025-04-05 11:56:12,False
2025-04-05,T038,present,2025-04-05 11:56:12,False
2025-04-05,T039,present,2025-04-05 11:56:12,False
2025-04-05,T040,present,2025-04-05 11:56:12,False
2025-04-05,T041,present,2025-04-05 11:56:12,False
2025-04-05,T042,present,2025-04-05 11:56:12,False
2025-04-05,T043,present,2025-04-05 11:56:12,False
2025-04-05,T044,present,2025-04-05 11:56:12,False
2025-04-05,T045,present,2025-04-05 11:56:12,False
2025-04-05,T046,present,2025-04-05 11:56:12,False
2025-04-05,T100,present,2025-04-05 11:56:12,False
2025-04-05,T007,absent,2025-04-05 11:57:05,True
2025-04-05,T009,absent,2025-04-05 11:57:05,True
2025-04-07,T001,present,2025-04-07 15:00:13,False
2025-04-07,T002,present,2025-04-07 15:00:13,False
2025-04-07,T003,present,2025-04-07 15:00:13,False
2025-04-07,T004,present,2025-04-07 15:00:13,False
2025-04-07,T005,present,2025-04-07 15:00:13,False
2025-04-07,T006,present,2025-04-07 15:00:13,False
2025-04-07,T007,present,2025-04-07 15:00:13,False
2025-04-07,T008,present,2025-04-07 15:00:13,False
2025-04-07,T010,present,2025-04-07 15:00:13,False
2025-04-07,T011,present,2025-04-07 15:00:13,False
2025-04-07,T012,present,2025-04-07 15:00:13,False
2025-04-07,T013,present,2025-04-07 15:00:13,False
2025-04-07,T014,present,2025-04-07 15:00:13,False
2025-04-07,T015,present,2025-04-07 15:00:13,False
2025-04-07,T016,present,2025-04-07 15:00:13,False
2025-04-07,T017,present,2025-04-07 15:00:13,False
2025-04-07,T018,present,2025-04-07 15:00:14,False
2025-04-07,T019,present,2025-04-07 15:00:14,False
2025-04-07,T020,present,2025-04-07 15:00:14,False
2025-04-07,T021,present,2025-04-07 15:00:14,False
2025-04-07,T022,present,2025-04-07 15:00:14,False
2025-04-07,T023,present,2025-04-07 15:00:14,False
2025-04-07,T024,present,2025-04-07 15:00:14,False
2025-04-07,T025,present,2025-04-07 15:00:14,False
2025-04-07,T026,present,2025-04-07 15:00:14,False
2025-04-07,T027,present,2025-04-07 15:00:14,False
2025-04-07,T028,present,2025-04-07 15:00:14,False
2025-04-07,T029,present,2025-04-07 15:00:14,False
2025-04-07,T030,present,2025-04-07 15:00:14,False
2025-04-07,T031,present,2025-04-07 15:00:14,False
2025-04-07,T032,present,2025-04-07 15:00:14,False
2025-04-07,T033,present,2025-04-07 15:00:14,False
2025-04-07,T034,present,2025-04-07 15:00:14,False
2025-04-07,T035,present,2025-04-07 15:00:14,False
2025-04-07,T036,present,2025-04-07 15:00:14,False
2025-04-07,T037,present,2025-04-07 15:00:14,False
2025-04-07,T038,present,2025-04-07 15:00:14,False
2025-04-07,T039,present,2025-04-07 15:00:14,False
2025-04-07,T040,present,2025-04-07 15:00:14,False
2025-04-07,T041,present,2025-04-07 15:00:14,False
2025-04-07,T042,present,2025-04-07 15:00:14,False
2025-04-07,T043,present,2025-04-07 15:00:15,False
2025-04-07,T044,present,2025-04-07 15:00:15,False
2025-04-07,T045,present,2025-04-07 15:00:15,False
2025-04-07,T046,present,2025-04-07 15:00:15,False
2025-04-07,T100,present,2025-04-07 15:00:15,False
2025-04-07,T009,absent,2025-04-07 15:01:25,True
